,id,distance,predecessor
0,10.0,0.0,-1.0
1,14.0,1.0,10.0
2,7.0,2.0000000000402367,12.0
3,8.0,1.0000000000247347,10.0
4,0.0,1.000000000027223,10.0
5,11.0,1.0000000000222082,10.0
6,3.0,2.0000000000212843,14.0
7,2.0,1.0000000000330358,10.0
8,4.0,2.0000000000420695,0.0
9,12.0,1.0000000000167635,10.0
10,5.0,1.0000000000251763,10.0
11,9.0,4.000000000093643,13.0
12,13.0,3.0000000000677973,1.0
13,6.0,2.0000000000400955,11.0
14,1.0,2.00000000003969,2.0
